date, pm25, pm10, o3, no2, so2, co
2020-07-12,50,27,9,9,1, 
2020-07-13,42,24,6,8,1, 
2020-07-14,53,27,8,8,2, 
2020-07-15,57,25,94,7,1, 
2020-07-16,51,26,13,6,2, 
2020-07-17,53,26,15,7,1, 
2020-07-18,65,18,6,4,2, 
2020-07-19,42,29,2,10,2, 
2020-07-20,61,28,3,16,1, 
2020-07-21,60,26,8,12,2, 
2020-07-22,63,21,5,7,1, 
2020-07-23,56,25,3,11,2, 
2020-07-24,58,26,8,10,1, 
2020-07-25,59,22,7,5,1, 
2020-07-26,51,15,6,4,2, 
2020-07-27,40,18,7,5,1, 
2020-07-28,44,23,12,7,2, 
2020-07-29,49,20,10,5,2, 
2020-07-30,48,18,8,5,2, 
2020-07-31,43,17,6,4,1, 
2020-08-01,41,14,5,4,2, 
2020-08-02,32,17,5,4,1, 
2020-08-03,37,19,5,4, , 
2020-08-04,44,21,8,5, , 
2020-08-05,48,27,7,7,1, 
2020-08-06,57,28,5,8, , 
2020-08-07,57,25,4,6, , 
2020-08-08,49,19,5,6, , 
2020-08-09,42,18,5,5, , 
2020-08-10,42,25,5,6, , 
2020-08-11,45,17,4,4, , 
2020-08-12,41,21,4,6, , 
2020-08-13,51,25,5,8, , 
2020-08-14,56,31,4,7, , 
2020-08-15,61,28,8,5, , 
2020-08-16,57,32,8,7, , 
2020-08-17,63,40,13,6,1, 
2020-08-18,73,32,8,7, , 
2020-08-19,65,38,5,7, , 
2020-08-20,76,29,7,6, , 
2020-08-21,60,23,17,5, , 
2020-08-22,55,23,7,6, , 
2020-08-23,52,27,8,6, , 
2020-08-24,58,28,11,8, , 
2020-08-25,57,26,10,5, , 
2020-08-26,53,26,5,4, , 
2020-08-27,51,28,4,5, , 
2020-08-28,60,27,16,8, , 
2020-08-29,62,31,13,8, , 
2020-08-30,68,23,7,5, , 
2020-08-31,52,24,11,9, , 
2020-09-01,52,36,9,10, , 
2020-09-02,71,29,6,8, , 
